Number,CH1,CH2,CH4
998,23.5,23.49,23.5
999,23.5,23.49,23.5
1000,23.5,23.49,23.5
1001,23.5,23.49,23.5
1002,23.5,23.49,23.5
1003,23.5,23.48,23.5
1004,23.5,23.49,23.5
1005,23.5,23.49,23.5
1006,23.5,23.49,23.5
1007,23.5,23.49,23.5
1008,23.5,23.49,23.5
1009,23.5,23.48,23.5
1010,23.5,23.49,23.5
1011,23.5,23.49,23.5
1012,23.5,23.49,23.5
1013,23.5,23.49,23.5
1014,23.5,23.49,23.5
1015,23.5,23.48,23.5
1016,23.5,23.48,23.5
1017,23.5,23.49,23.5
1018,23.5,23.48,23.49
1019,23.49,23.48,23.49
1020,23.49,23.47,23.49
1021,23.49,23.48,23.49
1022,23.49,23.48,23.49
1023,23.5,23.49,23.5
1024,23.5,23.49,23.5
1025,23.5,23.49,23.5
1026,23.5,23.48,23.5
1027,23.5,23.48,23.5
1028,23.5,23.48,23.5
1029,23.5,23.49,23.5
1030,23.5,23.49,23.5
1031,23.5,23.49,23.5
1032,23.5,23.49,23.5
1033,23.5,23.49,23.5
1034,23.5,23.49,23.5
1035,23.5,23.48,23.5
1036,23.5,23.48,23.5
1037,23.5,23.49,23.5
1038,23.5,23.49,23.5
1039,23.5,23.48,23.5
1040,23.5,23.49,23.5
1041,23.5,23.49,23.5
1042,23.5,23.48,23.5
1043,23.5,23.49,23.5
1044,23.5,23.49,23.5
1045,23.5,23.48,23.5
1046,23.5,23.49,23.5
1047,23.5,23.49,23.5
1048,23.49,23.48,23.49
1049,23.49,23.48,23.49
1050,23.49,23.48,23.5
1051,23.49,23.48,23.49
1052,23.49,23.48,23.49
1053,23.5,23.48,23.5
1054,23.5,23.48,23.5
1055,23.5,23.49,23.5
1056,23.5,23.49,23.5
1057,23.5,23.48,23.5
1058,23.5,23.49,23.5
1059,23.5,23.48,23.5
1060,23.5,23.49,23.5
1061,23.5,23.48,23.5
1062,23.5,23.49,23.5
1063,23.5,23.49,23.5
1064,23.5,23.49,23.5
1065,23.5,23.48,23.5
1066,23.5,23.48,23.5
1067,23.5,23.48,23.5
1068,23.5,23.49,23.5
1069,23.5,23.49,23.5
1070,23.5,23.49,23.5
1071,23.5,23.49,23.5
1072,23.5,23.48,23.5
1073,23.5,23.49,23.5
1074,23.5,23.49,23.5
1075,23.5,23.48,23.5
1076,23.5,23.49,23.5
1077,23.5,23.49,23.5
1078,23.49,23.48,23.49
1079,23.49,23.48,23.49
1080,23.49,23.48,23.49
1081,23.49,23.48,23.49
1082,23.49,23.48,23.49
1083,23.5,23.48,23.5
1084,23.5,23.49,23.5
1085,23.5,23.48,23.5
1086,23.5,23.48,23.5
1087,23.5,23.49,23.5
1088,23.5,23.49,23.5
1089,23.5,23.48,23.5
1090,23.5,23.49,23.5
1091,23.5,23.49,23.5
1092,23.5,23.48,23.5
1093,23.5,23.49,23.5
1094,23.5,23.48,23.5
1095,23.5,23.49,23.5
1096,23.5,23.49,23.5
1097,23.5,23.49,23.5
1098,23.5,23.48,23.5
1099,23.5,23.48,23.5
1100,23.5,23.48,23.5
1101,23.5,23.48,23.5
1102,23.5,23.49,23.5
1103,23.5,23.49,23.5
1104,23.5,23.49,23.5
1105,23.5,23.49,23.5
1106,23.5,23.49,23.5
1107,23.5,23.49,23.49
1108,23.5,23.48,23.5
1109,23.49,23.48,23.5
1110,23.5,23.48,23.49
1111,23.5,23.48,23.49
1112,23.49,23.48,23.49
1113,23.5,23.49,23.5
1114,23.5,23.49,23.5
1115,23.5,23.49,23.5
1116,23.5,23.49,23.5
1117,23.5,23.49,23.5
1118,23.5,23.48,23.5
1119,23.5,23.48,23.5
1120,23.5,23.48,23.5
1121,23.5,23.49,23.5
1122,23.5,23.49,23.5
1123,23.5,23.49,23.5
1124,23.5,23.48,23.5
1125,23.5,23.48,23.5
1126,23.5,23.48,23.5
1127,23.5,23.48,23.5
1128,23.5,23.49,23.5
1129,23.5,23.49,23.5
1130,23.5,23.49,23.5
1131,23.5,23.48,23.5
1132,23.5,23.48,23.5
1133,23.5,23.49,23.5
1134,23.5,23.49,23.5
1135,23.5,23.49,23.5
1136,23.5,23.48,23.5
1137,23.5,23.47,23.49
1138,23.49,23.48,23.49
1139,23.49,23.48,23.49
1140,23.49,23.48,23.49
1141,23.49,23.48,23.49
1142,23.49,23.48,23.49
1143,23.5,23.49,23.5
1144,23.5,23.48,23.5
1145,23.5,23.48,23.5
1146,23.5,23.48,23.5
1147,23.5,23.48,23.5
1148,23.5,23.48,23.5
1149,23.5,23.48,23.5
1150,23.5,23.49,23.5
1151,23.5,23.49,23.5
1152,23.5,23.48,23.5
1153,23.5,23.49,23.5
1154,23.5,23.49,23.5
1155,23.5,23.48,23.5
1156,23.5,23.49,23.5
1157,23.5,23.49,23.5
1158,23.5,23.48,23.5
1159,23.5,23.49,23.5
1160,23.5,23.49,23.5
1161,23.5,23.49,23.5
1162,23.5,23.49,23.5
1163,23.5,23.49,23.5
1164,23.5,23.49,23.5
1165,23.5,23.49,23.5
1166,23.5,23.49,23.5
1167,23.49,23.47,23.49
1168,23.49,23.47,23.49
1169,23.49,23.47,23.49
1170,23.49,23.47,23.49
1171,23.49,23.47,23.49
1172,23.49,23.48,23.49
1173,23.5,23.49,23.5
1174,23.5,23.48,23.5
1175,23.5,23.48,23.5
1176,23.5,23.49,23.5
1177,23.5,23.48,23.5
1178,23.5,23.49,23.5
1179,23.5,23.49,23.5
1180,23.5,23.49,23.5
1181,23.5,23.49,23.5
1182,23.5,23.48,23.5
1183,23.5,23.48,23.5
1184,23.5,23.48,23.5
1185,23.5,23.48,23.5
1186,23.5,23.48,23.5
1187,23.5,23.48,23.5
1188,23.5,23.48,23.5
1189,23.5,23.48,23.5
1190,23.5,23.48,23.5
1191,23.5,23.48,23.5
1192,23.5,23.48,23.5
1193,23.5,23.48,23.5
1194,23.5,23.48,23.5
1195,23.5,23.48,23.5
1196,23.5,23.48,23.5
1197,23.49,23.47,23.49
1198,23.49,23.48,23.49
1199,23.49,23.48,23.49
1200,23.49,23.48,23.49
1201,23.49,23.48,23.49
1202,23.49,23.48,23.5
1203,23.5,23.48,23.5
1204,23.5,23.48,23.5
1205,23.5,23.48,23.5
1206,23.5,23.48,23.5
1207,23.5,23.48,23.5
1208,23.5,23.49,23.5
1209,23.5,23.49,23.5
1210,23.5,23.49,23.5
1211,23.5,23.48,23.5
1212,23.5,23.49,23.5
1213,23.5,23.48,23.5
1214,23.5,23.49,23.5
1215,23.5,23.48,23.5
1216,23.5,23.48,23.5
1217,23.5,23.48,23.5
1218,23.5,23.48,23.5
1219,23.5,23.48,23.5
1220,23.5,23.48,23.5
1221,23.5,23.49,23.5
1222,23.5,23.49,23.5
1223,23.5,23.49,23.5
1224,23.5,23.48,23.5
1225,23.5,23.48,23.5
1226,23.5,23.49,23.5
1227,23.5,23.48,23.49
1228,23.49,23.47,23.49
1229,23.49,23.48,23.49
1230,23.49,23.48,23.5
1231,23.5,23.48,23.49
1232,23.5,23.49,23.5
1233,23.5,23.49,23.5
1234,23.5,23.49,23.5
1235,23.5,23.49,23.5
1236,23.5,23.49,23.5
1237,23.5,23.49,23.5
1238,23.5,23.49,23.5
1239,23.5,23.49,23.5
1240,23.5,23.49,23.5
1241,23.5,23.49,23.5
1242,23.5,23.49,23.5
1243,23.5,23.49,23.5
1244,23.5,23.49,23.5
1245,23.5,23.49,23.5
1246,23.5,23.49,23.5
1247,23.5,23.48,23.5
1248,23.5,23.49,23.5
1249,23.5,23.49,23.5
1250,23.5,23.49,23.5
1251,23.5,23.49,23.5
1252,23.51,23.49,23.5
1253,23.5,23.48,23.5
1254,23.5,23.49,23.5
1255,23.5,23.49,23.5
1256,23.5,23.49,23.5
1257,23.49,23.48,23.49
1258,23.5,23.48,23.49
1259,23.49,23.48,23.49
1260,23.49,23.48,23.5
1261,23.49,23.48,23.49
1262,23.5,23.49,23.5
1263,23.5,23.49,23.5
1264,23.5,23.49,23.5
1265,23.5,23.48,23.5
1266,23.5,23.49,23.5
1267,23.5,23.49,23.5
1268,23.5,23.49,23.5
1269,23.5,23.49,23.5
1270,23.5,23.48,23.5
1271,23.5,23.49,23.5
1272,23.5,23.48,23.5
1273,23.5,23.49,23.5
1274,23.5,23.49,23.5
1275,23.5,23.48,23.5
1276,23.5,23.49,23.5
1277,23.5,23.48,23.5
1278,23.5,23.49,23.5
1279,23.5,23.49,23.5
1280,23.5,23.48,23.5
1281,23.5,23.48,23.5
1282,23.5,23.48,23.5
1283,23.5,23.48,23.5
1284,23.5,23.48,23.5
1285,23.5,23.48,23.5
1286,23.5,23.48,23.5
1287,23.5,23.48,23.49
1288,23.5,23.48,23.49
1289,23.49,23.47,23.49
1290,23.49,23.48,23.49
1291,23.49,23.47,23.49
1292,23.5,23.48,23.5
1293,23.5,23.48,23.5
1294,23.5,23.48,23.5
1295,23.5,23.48,23.5
1296,23.5,23.48,23.5
1297,23.5,23.48,23.5
1298,23.5,23.48,23.5
1299,23.5,23.48,23.5
1300,23.5,23.48,23.5
1301,23.5,23.48,23.5
1302,23.5,23.48,23.5
1303,23.5,23.49,23.5
1304,23.5,23.48,23.5
1305,23.5,23.48,23.5
1306,23.5,23.48,23.5
1307,23.5,23.49,23.5
1308,23.5,23.48,23.5
1309,23.5,23.48,23.5
1310,23.5,23.49,23.5
1311,23.5,23.48,23.5
1312,23.5,23.48,23.5
1313,23.5,23.48,23.5
1314,23.5,23.48,23.5
1315,23.5,23.48,23.5
1316,23.5,23.48,23.5
1317,23.49,23.48,23.49
1318,23.49,23.47,23.49
1319,23.49,23.47,23.49
1320,23.5,23.47,23.49
1321,23.5,23.48,23.49
1322,23.5,23.48,23.5
1323,23.5,23.48,23.5
1324,23.5,23.48,23.5
1325,23.5,23.48,23.5
1326,23.5,23.48,23.5
1327,23.5,23.48,23.5
1328,23.5,23.48,23.5
1329,23.5,23.48,23.5
1330,23.5,23.48,23.5
1331,23.5,23.48,23.5
1332,23.5,23.48,23.5
1333,23.5,23.48,23.5
1334,23.5,23.48,23.5
1335,23.5,23.48,23.5
1336,23.5,23.48,23.5
1337,23.5,23.48,23.5
1338,23.5,23.48,23.5
1339,23.5,23.48,23.5
1340,23.5,23.48,23.5
1341,23.5,23.48,23.5
1342,23.5,23.48,23.5
1343,23.5,23.48,23.5
1344,23.5,23.48,23.5
1345,23.5,23.48,23.5
1346,23.5,23.48,23.49
1347,23.49,23.47,23.49
1348,23.49,23.47,23.49
1349,23.5,23.48,23.49
1350,23.49,23.47,23.49
1351,23.49,23.47,23.49
1352,23.5,23.48,23.5
1353,23.5,23.48,23.5
1354,23.5,23.48,23.5
1355,23.5,23.48,23.5
1356,23.5,23.48,23.5
1357,23.5,23.48,23.5
1358,23.5,23.48,23.5
1359,23.5,23.48,23.5
1360,23.5,23.48,23.5
1361,23.5,23.48,23.5
1362,23.5,23.48,23.5
1363,23.5,23.48,23.5
1364,23.5,23.48,23.5
1365,23.5,23.48,23.5
1366,23.5,23.48,23.5
1367,23.5,23.48,23.5
1368,23.5,23.48,23.5
1369,23.5,23.48,23.5
1370,23.5,23.48,23.5
1371,23.5,23.48,23.5
1372,23.5,23.48,23.5
1373,23.5,23.48,23.5
1374,23.5,23.48,23.5
1375,23.5,23.48,23.5
1376,23.5,23.47,23.49
1377,23.49,23.47,23.49
1378,23.49,23.47,23.49
1379,23.49,23.48,23.49
1380,23.49,23.48,23.49
1381,23.49,23.48,23.49
1382,23.5,23.48,23.5
1383,23.5,23.48,23.5
1384,23.5,23.48,23.5
1385,23.5,23.48,23.5
1386,23.5,23.48,23.5
1387,23.5,23.48,23.5
1388,23.5,23.48,23.5
1389,23.5,23.48,23.5
1390,23.5,23.48,23.49
1391,23.5,23.48,23.5
1392,23.5,23.48,23.5
1393,23.5,23.48,23.5
1394,23.5,23.48,23.5
1395,23.5,23.48,23.5
1396,23.5,23.48,23.5
1397,23.5,23.48,23.5
1398,23.5,23.48,23.5
1399,23.5,23.48,23.5
1400,23.5,23.49,23.5
1401,23.5,23.48,23.5
1402,23.5,23.49,23.5
1403,23.5,23.49,23.5
1404,23.5,23.49,23.5
1405,23.5,23.48,23.5
1406,23.5,23.48,23.5
1407,23.5,23.48,23.5
1408,23.5,23.48,23.5
1409,23.5,23.48,23.5
1410,23.5,23.48,23.49
1411,23.49,23.48,23.5
1412,23.5,23.49,23.5
1413,23.5,23.49,23.5
1414,23.51,23.49,23.5
1415,23.5,23.48,23.5
1416,23.5,23.49,23.5
1417,23.5,23.49,23.5
1418,23.5,23.49,23.5
1419,23.51,23.49,23.5
1420,23.5,23.48,23.5
1421,23.5,23.49,23.5
1422,23.5,23.49,23.5
1423,23.5,23.48,23.5
1424,23.5,23.49,23.5
1425,23.5,23.49,23.5
1426,23.5,23.49,23.5
1427,23.5,23.49,23.5
1428,23.5,23.49,23.5
1429,23.51,23.49,23.5
1430,23.51,23.48,23.5
1431,23.5,23.48,23.5
1432,23.5,23.49,23.5
1433,23.5,23.49,23.5
1434,23.5,23.48,23.5
1435,23.5,23.49,23.5
1436,23.5,23.48,23.49
1437,23.5,23.48,23.49
1438,23.5,23.48,23.5
1439,23.5,23.48,23.5
1440,23.5,23.48,23.49
1441,23.5,23.48,23.5
1442,23.5,23.49,23.5
1443,23.5,23.49,23.5
1444,23.5,23.49,23.5
1445,23.5,23.49,23.5
1446,23.5,23.48,23.5
1447,23.5,23.49,23.5
1448,23.5,23.49,23.5
1449,23.5,23.49,23.5
1450,23.5,23.49,23.5
1451,23.5,23.49,23.5
1452,23.5,23.49,23.5
1453,23.5,23.49,23.5
1454,23.5,23.48,23.5
1455,23.5,23.49,23.51
1456,23.51,23.49,23.5
1457,23.5,23.48,23.5
1458,23.5,23.48,23.5
1459,23.5,23.49,23.5
1460,23.5,23.49,23.5
1461,23.5,23.49,23.5
1462,23.5,23.49,23.5
1463,23.5,23.49,23.5
1464,23.5,23.49,23.5
1465,23.51,23.49,23.5
1466,23.5,23.48,23.49
1467,23.5,23.48,23.5
1468,23.5,23.48,23.5
1469,23.5,23.48,23.5
1470,23.5,23.48,23.49
1471,23.5,23.48,23.5
1472,23.5,23.48,23.5
1473,23.5,23.49,23.5
1474,23.5,23.49,23.5
1475,23.5,23.49,23.5
1476,23.5,23.49,23.5
1477,23.5,23.49,23.5
1478,23.5,23.49,23.5
1479,23.5,23.49,23.5
1480,23.5,23.49,23.5
1481,23.51,23.49,23.5
1482,23.5,23.49,23.5
1483,23.5,23.49,23.5
1484,23.5,23.49,23.5
1485,23.5,23.48,23.5
1486,23.51,23.48,23.5
1487,23.5,23.49,23.5
1488,23.51,23.49,23.5
1489,23.5,23.49,23.51
1490,23.51,23.49,23.5
1491,23.51,23.49,23.5
1492,23.5,23.49,23.5
1493,23.51,23.49,23.5
1494,23.51,23.49,23.5
1495,23.51,23.49,23.51
1496,23.5,23.48,23.5
1497,23.5,23.48,23.5
1498,23.5,23.48,23.5
1499,23.5,23.48,23.5
1500,23.5,23.48,23.5
1501,23.5,23.49,23.51
1502,23.5,23.49,23.5
1503,23.5,23.49,23.5
1504,23.5,23.49,23.5
1505,23.51,23.49,23.5
1506,23.5,23.49,23.5
1507,23.5,23.49,23.5
1508,23.5,23.48,23.5
1509,23.5,23.49,23.5
1510,23.5,23.49,23.5
1511,23.5,23.49,23.5
1512,23.5,23.49,23.5
1513,23.5,23.49,23.5
1514,23.5,23.48,23.5
1515,23.5,23.49,23.5
1516,23.51,23.49,23.5
1517,23.5,23.49,23.5
1518,23.5,23.49,23.5
1519,23.5,23.49,23.5
1520,23.5,23.49,23.5
1521,23.5,23.49,23.5
1522,23.5,23.49,23.5
1523,23.5,23.49,23.5
1524,23.5,23.49,23.5
1525,23.5,23.49,23.5
1526,23.5,23.48,23.5
1527,23.5,23.48,23.5
1528,23.5,23.48,23.5
1529,23.5,23.48,23.49
1530,23.5,23.48,23.5
1531,23.5,23.48,23.5
1532,23.5,23.49,23.5
1533,23.5,23.49,23.5
1534,23.5,23.49,23.5
1535,23.5,23.49,23.51
1536,23.51,23.49,23.5
1537,23.5,23.49,23.5
1538,23.5,23.48,23.5
1539,23.5,23.49,23.5
1540,23.5,23.49,23.5
1541,23.5,23.49,23.5
1542,23.51,23.49,23.5
1543,23.5,23.49,23.5
1544,23.5,23.49,23.5
1545,23.5,23.48,23.5
1546,23.5,23.49,23.5
1547,23.5,23.49,23.5
1548,23.5,23.49,23.5
1549,23.5,23.48,23.5
1550,23.5,23.49,23.5
1551,23.5,23.49,23.5
1552,23.5,23.49,23.5
1553,23.5,23.49,23.5
1554,23.5,23.49,23.5
1555,23.5,23.49,23.5
1556,23.5,23.48,23.49
1557,23.5,23.48,23.5
1558,23.5,23.48,23.49
1559,23.5,23.48,23.49
1560,23.5,23.48,23.5
1561,23.5,23.49,23.5
1562,23.5,23.49,23.5
1563,23.5,23.49,23.5
1564,23.5,23.49,23.5
1565,23.5,23.49,23.5
1566,23.51,23.49,23.5
1567,23.5,23.49,23.5
1568,23.5,23.49,23.5
1569,23.5,23.49,23.5
1570,23.5,23.49,23.5
1571,23.5,23.49,23.5
1572,23.5,23.49,23.5
1573,23.5,23.49,23.5
1574,23.5,23.49,23.5
1575,23.5,23.49,23.5
1576,23.5,23.49,23.5
1577,23.5,23.49,23.5
1578,23.5,23.49,23.5
1579,23.5,23.49,23.51
1580,23.5,23.49,23.5
1581,23.5,23.49,23.5
1582,23.5,23.49,23.5
1583,23.51,23.49,23.5
1584,23.51,23.49,23.5
1585,23.51,23.49,23.5
1586,23.5,23.48,23.5
1587,23.5,23.48,23.5
1588,23.5,23.48,23.5
1589,23.5,23.49,23.49
1590,23.5,23.48,23.5
1591,23.5,23.49,23.5
1592,23.5,23.49,23.5
1593,23.5,23.49,23.5
1594,23.5,23.49,23.5
1595,23.5,23.49,23.5
1596,23.5,23.49,23.5
1597,23.5,23.49,23.5
1598,23.5,23.49,23.5
1599,23.5,23.49,23.5
1600,23.5,23.49,23.5
1601,23.5,23.49,23.5
1602,23.5,23.49,23.5
1603,23.5,23.49,23.5
1604,23.5,23.49,23.5
1605,23.5,23.49,23.5
1606,23.5,23.49,23.5
1607,23.5,23.49,23.5
1608,23.5,23.49,23.5
1609,23.5,23.49,23.5
1610,23.5,23.49,23.5
1611,23.5,23.48,23.51
1612,23.5,23.49,23.5
1613,23.5,23.49,23.51
1614,23.5,23.49,23.51
1615,23.5,23.49,23.5
1616,23.5,23.48,23.5
1617,23.5,23.48,23.5
1618,23.5,23.48,23.5
1619,23.5,23.48,23.5
1620,23.5,23.48,23.5
1621,23.51,23.49,23.5
1622,23.51,23.49,23.5
1623,23.5,23.49,23.5
1624,23.5,23.49,23.5
1625,23.5,23.49,23.5
1626,23.5,23.49,23.5
1627,23.5,23.49,23.51
1628,23.51,23.49,23.5
1629,23.5,23.49,23.5
1630,23.5,23.49,23.5
1631,23.5,23.49,23.5
1632,23.5,23.49,23.5
1633,23.5,23.49,23.5
1634,23.5,23.49,23.5
1635,23.5,23.49,23.5
1636,23.5,23.49,23.5
1637,23.51,23.49,23.5
1638,23.5,23.49,23.5
1639,23.5,23.49,23.5
1640,23.5,23.49,23.5
1641,23.5,23.49,23.5
1642,23.5,23.49,23.5
1643,23.5,23.49,23.5
1644,23.5,23.49,23.5
1645,23.5,23.48,23.49
1646,23.5,23.48,23.49
1647,23.5,23.48,23.5
1648,23.5,23.48,23.5
1649,23.5,23.48,23.5
1650,23.5,23.48,23.49
1651,23.5,23.49,23.5
1652,23.5,23.49,23.5
1653,23.51,23.49,23.5
1654,23.5,23.49,23.5
1655,23.5,23.49,23.5
1656,23.5,23.49,23.5
1657,23.5,23.49,23.5
1658,23.5,23.49,23.5
1659,23.5,23.49,23.5
1660,23.5,23.49,23.5
1661,23.5,23.49,23.5
1662,23.5,23.49,23.5
1663,23.5,23.49,23.5
1664,23.5,23.49,23.5
1665,23.5,23.49,23.5
1666,23.5,23.49,23.5
1667,23.5,23.49,23.5
1668,23.5,23.49,23.5
1669,23.5,23.49,23.5
1670,23.5,23.49,23.5
1671,23.5,23.49,23.5
1672,23.5,23.49,23.5
1673,23.5,23.49,23.5
1674,23.5,23.49,23.5
1675,23.5,23.48,23.5
1676,23.5,23.48,23.5
1677,23.5,23.48,23.49
1678,23.5,23.48,23.5
1679,23.5,23.48,23.5
1680,23.49,23.48,23.5
1681,23.51,23.49,23.5
1682,23.5,23.49,23.5
1683,23.5,23.49,23.5
1684,23.5,23.49,23.5
1685,23.5,23.49,23.5
1686,23.5,23.49,23.5
1687,23.5,23.49,23.5
1688,23.5,23.49,23.5
1689,23.5,23.49,23.5
1690,23.5,23.49,23.5
1691,23.5,23.49,23.5
1692,23.5,23.49,23.5
1693,23.5,23.49,23.5
1694,23.5,23.49,23.5
1695,23.5,23.49,23.5
1696,23.5,23.49,23.5
1697,23.5,23.49,23.5
1698,23.5,23.49,23.5
1699,23.5,23.49,23.5
1700,23.5,23.49,23.5
1701,23.5,23.49,23.51
1702,23.5,23.49,23.51
1703,23.5,23.49,23.5
1704,23.5,23.49,23.5
1705,23.5,23.48,23.49
1706,23.5,23.48,23.49
1707,23.5,23.48,23.5
1708,23.5,23.48,23.5
1709,23.5,23.48,23.5
1710,23.5,23.49,23.5
1711,23.5,23.49,23.5
1712,23.5,23.49,23.51
1713,23.5,23.49,23.51
1714,23.51,23.49,23.51
1715,23.51,23.49,23.5
1716,23.5,23.49,23.5
1717,23.5,23.49,23.5
1718,23.51,23.49,23.5
1719,23.51,23.49,23.5
1720,23.5,23.49,23.51
1721,23.51,23.49,23.51
1722,23.51,23.49,23.51
1723,23.5,23.49,23.5
1724,23.5,23.49,23.51
1725,23.5,23.49,23.51
1726,23.5,23.49,23.5
1727,23.5,23.49,23.5
1728,23.5,23.49,23.5
1729,23.5,23.49,23.5
1730,23.5,23.49,23.5
1731,23.5,23.49,23.5
1732,23.5,23.49,23.5
1733,23.5,23.49,23.5
1734,23.5,23.49,23.5
1735,23.5,23.48,23.5
1736,23.5,23.48,23.5
1737,23.5,23.48,23.49
1738,8.47,5.39,0
1739,0,0,0
1740,0,0,0
1741,0,0,0
1742,0,0,0
1743,0,0,0
1744,0,0,0
1745,0,0,0
1746,0,0,0
1747,0,0,0
1748,-0.01,0,-0.01
1749,-0.01,0,0
1750,0,0,-0.01
1751,-0.01,0,0
1752,0,0,-0.01
1753,0,0,-0.01
1754,-0.01,0,0
1755,0,0,0
1756,-0.01,0,-0.01
1757,0,0,-0.01
1758,0,0,0
1759,0,0,0
1760,0,0,-0.01
1761,0,0,0
1762,0,0,-0.01
1763,-0.01,0,0
1764,0,0,0
1765,0,0,-0.01
1766,0,0,0
1767,0,0,0
1768,0,0.01,0
1769,0,0,-0.01
1770,-0.01,0,0
1771,0,0,-0.01
1772,-0.01,0,0
1773,0,0,0
1774,0,0,0
1775,0,0,0
1776,0,0,0
1777,0,0,-0.01
1778,0,0,-0.01
1779,0,0,0
1780,-0.01,0,0
1781,0,0,-0.01
1782,-0.01,0,0
1783,0,0,0
1784,0,0,0
1785,0,0,0
1786,0,0,0
1787,0,0,0
1788,0,0,0
1789,0,0,0
1790,0,0.01,0
1791,0,0.01,0
1792,0,0.01,0
1793,0,0.01,0
1794,0.01,0.01,0
1795,0,0.01,0
1796,0,0.01,0
1797,0,0.01,0
1798,0,0.01,0
1799,0,0.01,0.01
1800,0,0,0
1801,0,0,0
1802,0,0,0
1803,0,0.01,0
1804,0,0.01,0
1805,0,0,0
1806,0,0,0
1807,-0.01,0,0
1808,0,0,0
1809,0,0,0
1810,0,0,0
1811,0,0,0
1812,0,0,0
1813,0,0,-0.01
1814,0,0,0
1815,0,0,0
1816,0,0,0
1817,0,0,0
1818,0,0,0
1819,0,0,0
1820,0,0,0
1821,0,0,0
1822,0,0,0
1823,0,0,0
1824,0,0,0
1825,0,0,0
1826,0,0,0
1827,0,0,0
1828,0,0,0
1829,0,0,0
1830,0,0,0
1831,0,0.01,0
1832,0,0,0
1833,0,0,0
1834,0,0,0
1835,0,0,0
1836,0,0,0
1837,0,0.01,0
1838,0,0,0
1839,0,0,0
1840,0,0,0
1841,0,0,0
1842,0,0,0
1843,0,0,0
1844,0,0,0
1845,0,0,0
1846,-0.01,0,0
1847,0,0,0
1848,0,0,0
1849,0,0,0
1850,0,0,0
1851,-0.01,0,0
1852,0,0,0
1853,0,0.01,0
1854,0,0,-0.01
1855,-0.01,0,-0.01
1856,-0.01,-0.01,-0.01
1857,0,0,-0.01
1858,-0.01,0,-0.01
1859,0,0,-0.01
1860,0,0,0
1861,-0.01,0,0
1862,-0.01,0,-0.01
1863,-0.01,0,-0.01
1864,-0.01,-0.01,-0.01
1865,-0.01,0,0
1866,-0.01,0,-0.01
1867,-0.01,0,-0.01
1868,-0.01,0,-0.01
1869,-0.01,0,0
1870,0,0.01,0
1871,0,0,0
1872,0,0,0
1873,0,0,0
1874,0,0,0
1875,0,0,0
1876,0,0,0
1877,0,0,0
1878,0,0,0
1879,0,0,0
1880,0,0,0
1881,-0.01,0,0
1882,0,0,0
1883,0,0,0
1884,-0.01,0,0
1885,0,0,0
1886,0,0,0
1887,0,0,0
1888,0,0,0
1889,0,0,0
1890,0,0,0
1891,0,0,0
1892,0,0,0
1893,0,0,0
1894,-0.01,0,0
1895,0,0,0
1896,0,0,0
1897,0,0,0
1898,0,0,0
1899,0,0,0
1900,0,0,0
1901,0,0,0
1902,0,0,0
1903,0,0,0
1904,-0.01,0,0
1905,0,0,0
1906,0,0,0
1907,0,0,0
1908,0,0,0
1909,0,0,0
1910,0,0,0
1911,0,0,0
1912,0,0,0
1913,0,0,0
1914,0,0,0
1915,0,0,0
1916,0,0,0
1917,-0.01,0.01,0
1918,0,0,0
1919,0,0,0
1920,0,0.01,0
1921,0,0.01,0
1922,-0.01,0,0
1923,0,0,0
1924,0,0,0
1925,0,0,0
1926,0,0,0
1927,0,0,0
1928,0,0,0
1929,0,0,0
1930,-0.01,0,0
1931,0,0,0
1932,0,0,0
1933,0,0,-0.01
1934,0,0,0
1935,-0.01,0,0
1936,0,0,0
1937,0,0,0
1938,0,0,0
1939,0,0,0
1940,0,0,0
1941,0,0,0
1942,0,0,0
1943,0,0,0
1944,0,0,0
1945,0,0,0
1946,-0.01,0,0
1947,0,0,0
1948,0,0,0
1949,0,0,0
1950,0,0,0
1951,0,0,0
1952,0,0,0
1953,0,0.01,0
1954,0,0,0
1955,0,0,0
1956,0,0,0
1957,-0.01,0,0
1958,0,0,0
1959,0,0,0
1960,0,0,0
1961,0,0,0
1962,0,0,0
1963,-0.01,0,0
1964,0,0,0
1965,0,0,0
1966,0,0,0
1967,-0.01,0,0
1968,0,0,0
1969,0,0.01,0
1970,0,0,0
1971,0,0,0
1972,0,0,0
1973,-0.01,0,0
1974,0,0,0
1975,0,0,0
1976,0,0,0
1977,0,0,0
1978,0,0,0
1979,0,0,0
1980,0,0,0
1981,0,0,0
1982,0,0,0
1983,0,0,0
1984,0,0,0
1985,0,0,0
1986,0,0,0
1987,0,0,0
1988,0,0,0
1989,0,0,0
1990,0,0,0
1991,0,0,0
1992,0,0,0
1993,0,0,0
1994,0,0,0
1995,0,0,0
1996,0,0,0
1997,0,0,0
1998,-0.01,0,0
1999,0,0,0
2000,-0.01,0,0
2001,0,0,0
2002,-0.01,0,0
2003,0,0,0
2004,0,0.01,0
2005,0,0.01,0
2006,0,0,0
2007,0,0.01,0
2008,0,0,0
2009,0,0,0
2010,0,0,0
2011,0,0,0
2012,-0.01,0,0
2013,0,0,0
2014,-0.01,0,0
2015,0,0,0
2016,-0.01,0,0
2017,0,0,0
2018,0,0,0
2019,0,0,0
2020,0,0,0
2021,0,0,0
2022,0,0,0
2023,0,0,0
2024,-0.01,0,0
2025,0,0,0
2026,0,0,0
